Lamiaceae,Nepeta,cataria,Catnip,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Perenial,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,n/a,01 March,n/a,n/a,n/a,,,,,,,,,◼︎,,,,,,,,,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Lamiaceae,Ocimum,basilicum,Basil,n/a,n/a,n/a,n/a,3,0.5,Y,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,01 March,n/a,15 July,Every 2 weeks,,,,,,,,,◼︎,,◼︎,,◼︎,,◼︎,,◼︎,,◼︎,,◼︎❧,,◼︎❧,,◼︎❧,,❧,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Lamiaceae,Origanum,vulgare,Oregano,GREEK,n/a,Heritage Harvest Seeds,n/a,2,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Perenial,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,n/a,01 March,n/a,n/a,n/a,,,,,,,,,◼︎,,,,,,,,,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Lamiaceae,Perilla,frutescens,Shiso (crispa),GREEN PERILLA,n/a,West Coast Seeds,HR1157,0.25,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,n/a,n/a,n/a,n/a,Fertile well drained soil,n/a,Regular water,Full sun to part shade,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,1 seed per a block,01 April,n/a,n/a,n/a,,,,,,,,,,,,,◼︎,,,,,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Lamiaceae,Salvia,officinalis,Sage,SALVIA OFFICINALIS,n/a,West Coast Seeds,HR1132,0.25,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Perenial,n/a,"Early growth is slow, Pinch growing tips when plants are 6” tall.",Harvest half if the plant before the flowers bloom. Stop harvesting two months before the last frost to allow leaves time to mature,Cut back plants each spring to get a flush of new growth,Mulch. Might survive might not.,Well drained,6.5-7,Should survive of rain fall.,Full sun,12”,12”,Surface,Bottom water,n/a,n/a,n/a,1.0,n/a,1 per a block. Prone to damping off.,01 March,n/a,n/a,n/a,,,,,,,,,◼︎,,,,,,,,,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Poaceae,Zea,mays,Corn,BLOODY BUTCHER,OP,West Coast Seeds,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Full,6”,24-36”,2”,n/a,Heavy feeder. `1lb fish or alfalfa meal per 20’,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,n/a,n/a,n/a,,,,,,,,,,,,,,,,,◼︎,,,,❧✩,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,120
Solanaceae,Capsicum,annuum,Pepper (sweet),BELCANTO,F1,West Coast seeds,PP617,0.5,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,1 seed per a block,01 April,n/a,n/a,n/a,,,,,,,,,◼︎,,◼︎,,◼︎,,,,,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,Transplant in deep holes up to the first leaf,60
Solanaceae,Capsicum,annuum,Peppers (spicey),ANCHO,OP,West Coast Seeds,PP643,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,1/2”,Bottom water. Overhead only in the morning if necessary,Phosphorus and Calcium,n/a,n/a,1.0,n/a,1 seed per a block / or in a pot,01 March,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,80
Solanaceae,Capsicum,annuum,Peppers (sweet),MATAN,n/a,West Coast Seeds,PP665A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,1 seed per a block,01 April,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transplant in deep holes up to the first leaf,n/a
Solanaceae,Capsicum,frutescens,Peppers (spicey),THAI DRAGON,OP,West Coast Seeds,PP659,7,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,1/2”,Bottom water Overhead only in the morning if necessary,Phosphorus and Calcium,n/a,n/a,1.0,n/a,1 seed per a block / or in a pot,01 March,n/a,n/a,n/a,,,,,,,,,◼︎,,◼︎,,◼︎,,,,,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,85
Solanaceae,Lycium,barbarum,Goji,SHANGHAI EXPRESS,n/a,West Coast Seeds,n/a,1,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Perenial,n/a,Provides the best fruit with neglect. Cold hardy in the second year. Extensive root system. Prune for air flow and height,Only fully ripe fruit are edible. Fruit can turn black when handled so consider harvesting by shaking the berries gently from the plant onto a sheet placed beneath. ,n/a,Mulch around the base in the first year.,"Doesnt like fertilizer, manure or peat",6.6-7.5,Dry,Full sun,6 ft or 24”,n/a,1/4”,Bottom water,No fertilizer,n/a,n/a,1.0,n/a,2-3 to a pot until first true leaf forms and then transplant to individual pots,01 March,n/a,n/a,n/a,,,,,,,,,◼︎,,,,,,,,◼︎,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Solanaceae,Solanaceae,Physalis,Tomatilos,TOMA VERDE,OP,West Coast Seeds,TM811,0.25,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1/2”,Bottom water,1 cup balanced organic fertilizer beneath each plant,n/a,n/a,1.0,n/a,1 seed per a block,01 April,n/a,n/a,n/a,,,,,,,,,,,,,◼︎,,◼︎,,,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,Transplant in deep holes up to the first leaf,70
Solanaceae,Solanaceae,Solanum,Tomatoes (early),TAXI,OP,West Coast Seeds,TM776,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,n/a,Determinate bush,n/a,n/a,n/a,6.0-6.5,Moist,Full sun,n/a,n/a,1/2”,Bottom water,1 cup balanced organic fertilizer beneath each plant,n/a,n/a,1.0,n/a,1 seed per a block,01 April,n/a,n/a,n/a,,,,,,,,,,,,,◼︎,,◼︎,,,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,Transplant in deep holes up to the first leaf,70
Solanaceae,Solanaceae,Solanum,Tomatoes (paste),AMISH PASTE,OP,West Coast Seeds,TM784,2,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,Provide strong light close to seedlings and use a fan for airflow. Protect from rainfall,Indeterminate vine (stake),n/a,n/a,n/a,6.0-6.5,Moist,Full sun,n/a,n/a,1/2”,Bottom water,1 cup balanced organic fertilizer beneath each plant,n/a,n/a,1.0,n/a,1 seed per a block,01 April,n/a,n/a,n/a,,,,,,,,,,,,,◼︎,,◼︎,,,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,Transplant in deep holes up to the first leaf,75
Solanaceae,Solanum,melongena,Eggplant,ROSA BIANCA,OP,Heritage Harvest Seed,n/a,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1/4”,n/a,n/a,n/a,n/a,1.0,n/a,1 seed per a cube transplant to 4” pots when first true leaves appear,01 March,n/a,n/a,n/a,,,,,,,,,,,,,◼︎,,◼︎,,◼︎,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Tropaeolaceae,Tropaeolum,majus,Nasturtiums,SALAD BLEND,n/a,West Coast Seeds,FL2993B,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Need cool temperatures and dark to germinate,Prevent roots from getting warm. Work as an aphid trap. Pinch and destroy infested plants.,Collect flowers for use in salad.,n/a,n/a,"poor to average, slightly acidic, well-drained soil.",n/a,Keep watered during dry weather.,Full. Part shade will result in extra leaf and less flower,6-12”,6-12”,1/4-1/2”,n/a,Don’t fertize,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,01 June,30 June,n/a,,,,,,,,,,,,,,,,,,,,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
